Bill Date,PayInvoice ID,Bill Number,PurchaseOrder,Bill Status,Is Inclusive Tax,Submitted By,Approved By,Submitted Date,Approved Date,Vendor Name,Location ID,Location Name,Due Date,Currency Code,Exchange Rate,Item Name,Product ID,SKU,UPC,MPN,EAN,ISBN,Brand,Account,Description,Quantity,Usage unit,Line Item Location ID,Line Item Location Name,Rate,Purchase Receive Number,Purchase Order Number,Bill Receive Status,Manually Received Quantity,Customer Name,Tax ID,Tax Name,Tax Percentage,Tax Amount,Tax Type,Item Tax Authority,Is Landed Cost,Item Total,SubTotal,Discount Type,Is Discount Before Tax,Discount,Discount Amount,Entity Discount Percent,Entity Discount Amount,Discount Account,Item Discount Account,Total,Balance,Adjustment,Adjustment Description,Vendor Notes,Terms & Conditions
2026-01-02,5623409000001058446,10-14046-00148,10-14046-00148,Overdue,false,,,,,quicksales100,5623409000000090078,Head Office,2026-01-02,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,74.99,USAV1131,10-14046-00148,,,,,,,,,,false,74.99,74.99,entity_level,true,0.00,0.0,0.00,0.000,,,82.66,82.66,7.67,S&H,,
2026-01-02,5623409000001058519,14-14040-54669,14-14040-54669,Overdue,false,,,,,aquito04,5623409000000090078,Head Office,2026-01-02,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,69.99,USAV1138,14-14040-54669,,,,,,,,,,false,69.99,69.99,entity_level,true,0.00,0.0,0.00,0.000,,,84.98,84.98,14.99,S&H,,
2026-01-02,5623409000001062118,18-14036-60955,18-14036-60955,Overdue,false,,,,,medicine-chest,5623409000000090078,Head Office,2026-01-02,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,65.00,USAV1172,18-14036-60955,,,,,,,,,,false,65.00,65.00,entity_level,true,0.00,0.0,0.00,0.000,,,80.02,80.02,15.02,S&H,,
2026-01-02,5623409000001062250,8208353811428387,8208353811428387,Overdue,false,,,,,Aliexpress,5623409000000090078,Head Office,2026-01-02,USD,1.00,"Replacement For Bose Surround Speakers 700, Black - New",5623409000000347876,,,,,,,Inventory Asset,,1.00,set,5623409000000090078,Head Office,390.24,USAV1210,8208353811428387,,,,,,,,,,false,390.24,390.24,entity_level,true,0.00,0.0,0.00,0.000,,,390.24,390.24,0.00,S&H,,
2026-01-03,5623409000001075064,8208353811488387,8208353811488387,Overdue,false,,,,,Aliexpress,5623409000000090078,Head Office,2026-01-03,USD,1.00,Replacement remote control for Bose SOLO 5 TV Soundbar Sound System - New,5623409000001075031,[OLD]-01004-N,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,7.24,USAV1220,8208353811488387,,,,,,,,,,false,7.24,7.24,entity_level,true,0.00,0.0,0.00,0.000,,,7.24,7.24,0.00,S&H,,
2026-01-04,5623409000001075119,8208353811468387,8208353811468387,Overdue,false,,,,,Aliexpress,5623409000000090078,Head Office,2026-01-04,USD,1.00,Replacement remote control for Bose SOLO 5 TV Soundbar Sound System - New,5623409000001075031,[OLD]-01004-N,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,8.99,USAV1218,8208353811468387,,,,,,,,,,false,8.99,8.99,entity_level,true,0.00,0.0,0.00,0.000,,,8.99,8.99,0.00,S&H,,
2026-01-03,5623409000001075250,07-14055-44160,07-14055-44160,Overdue,false,,,,,thinkpan,5623409000000090078,Head Office,2026-01-03,USD,1.00,Bose RC-PWS III Universal Remote Control for Solo TV Sound Systems & CineMate Home Theater Speaker Systems,5623409000000102642,[OLD]-00963,,,,,,Inventory Asset,,4.00,pcs,5623409000000090078,Head Office,24.99,USAV1184,07-14055-44160,,,,,,,,,,false,99.96,99.96,entity_level,true,0.00,0.0,0.00,0.000,,,99.96,99.96,0.00,S&H,,
2026-01-03,5623409000001075307,06-14059-61414,06-14059-61414,Overdue,false,,,,,nextdayseller1,5623409000000090078,Head Office,2026-01-03,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,58.49,USAV1194,06-14059-61414,,,,,,,,,,false,58.49,58.49,entity_level,true,0.00,0.0,0.00,0.000,,,78.53,78.53,20.04,S&H,,
2026-01-03,5623409000001075380,03-14063-87935,03-14063-87935,Overdue,false,,,,,certifiedrhodes,5623409000000090078,Head Office,2026-01-03,USD,1.00,Bose Wave Radio and CD Player AWRC-1P White,5623409000000102653,[OLD]-00968-W,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,159.87,USAV1178,03-14063-87935,,,,,,,,,,false,159.87,159.87,entity_level,true,0.00,0.0,0.00,0.000,,,174.67,174.67,14.80,S&H,,
2026-01-03,5623409000001075453,15-14047-01097,15-14047-01097,Overdue,false,,,,,pirra38,5623409000000090078,Head Office,2026-01-03,USD,1.00,Replacement Bose Control Console for Bose Lifestyle V25 V35 135,5623409000000223305,[OLD]-01130,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,85.00,USAV1182,15-14047-01097,,,,,,,,,,false,85.00,85.00,entity_level,true,0.00,0.0,0.00,0.000,,,98.99,98.99,13.99,S&H,,
2026-01-03,5623409000001075534,26-14031-58711,26-14031-58711,Overdue,false,,,,,tidi-69,5623409000000090078,Head Office,2026-01-03,USD,1.00,Replacement Bose Control Console for Bose Lifestyle V25 V35 135,5623409000000223305,[OLD]-01130,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,79.98,USAV1190,26-14031-58711,,,,,,,,,,false,79.98,79.98,entity_level,true,0.00,0.0,0.00,0.000,,,112.73,112.73,32.75,S&H,,
2026-01-04,5623409000001075579,23-14032-91668,23-14032-91668,Overdue,false,,,,,stefandjody,5623409000000090078,Head Office,2026-01-04,USD,1.00,Bose RC-PWS III Universal Remote Control for Solo TV Sound Systems & CineMate Home Theater Speaker Systems,5623409000000102642,[OLD]-00963,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,17.46,USAV1185,23-14032-91668,,,,,,,,,,false,17.46,17.46,entity_level,true,0.00,0.0,0.00,0.000,,,24.21,24.21,6.75,S&H,,
2026-01-04,5623409000001075661,24-14051-99864,24-14051-99864,Overdue,false,,,,,prodtuck,5623409000000090078,Head Office,2026-01-04,USD,1.00,Bose Companion 2 Series III - Right Speaker,5623409000000247916,[OLD]-05054-P-R,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,30.00,USAV1195,24-14051-99864,,,,,,,,,,false,30.00,30.00,entity_level,true,0.00,0.0,0.00,0.000,,,35.99,35.99,5.99,S&H,,
2026-01-04,5623409000001075730,12-14054-27140,12-14054-27140,1,false,,,,,me7889,5623409000000090078,Head Office,2026-01-04,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,74.99,USAV1267,12-14054-27140,,,,,,,,,,false,74.99,74.99,entity_level,true,0.00,0.0,0.00,0.000,,,84.98,84.98,9.99,S&H,,
2026-01-04,5623409000001075802,01-14070-16046,01-14070-16046,Overdue,false,,,,,dramo-13,5623409000000090078,Head Office,2026-01-04,USD,1.00,Bose lifestyle PS-18 iii subwoofer [ONLY],5623409000001075761,[OLD]-04912,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,40.00,USAV1430,01-14070-16046,,,,,,,,,,false,40.00,120.00,entity_level,true,0.00,0.0,0.00,0.000,,,256.89,256.89,136.89,S&H,,
2026-01-04,5623409000001075802,01-14070-16046,01-14070-16046,Overdue,false,,,,,dramo-13,5623409000000090078,Head Office,2026-01-04,USD,1.00,Bose MC1 Console for Bose Lifestyle V10 V20 V30 Home Theater System - Black,5623409000000964295,[OLD]-03749,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,20.00,USAV1430,01-14070-16046,,,,,,,,,,false,20.00,120.00,entity_level,true,0.00,0.0,0.00,0.000,,,256.89,256.89,136.89,S&H,,
2026-01-04,5623409000001075802,01-14070-16046,01-14070-16046,Overdue,false,,,,,dramo-13,5623409000000090078,Head Office,2026-01-04,USD,1.00,Bose MC1 Display Screen for Bose Lifestyle V30 V20 V10,5623409000000964308,[OLD]-01934,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,20.00,USAV1430,01-14070-16046,,,,,,,,,,false,20.00,120.00,entity_level,true,0.00,0.0,0.00,0.000,,,256.89,256.89,136.89,S&H,,
2026-01-04,5623409000001075802,01-14070-16046,01-14070-16046,Overdue,false,,,,,dramo-13,5623409000000090078,Head Office,2026-01-04,USD,1.00,"Bose Lifestyle RCV1T-27 Remote for Lifestyle V10,V20,V30",5623409000000258149,[OLD]-01881,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,10.00,USAV1430,01-14070-16046,,,,,,,,,,false,10.00,120.00,entity_level,true,0.00,0.0,0.00,0.000,,,256.89,256.89,136.89,S&H,,
2026-01-04,5623409000001075802,01-14070-16046,01-14070-16046,Overdue,false,,,,,dramo-13,5623409000000090078,Head Office,2026-01-04,USD,1.00,Bose Single Cube Satellite Speaker Acoustimass Lifestyle - Black,5623409000000948381,[OLD]-05087-B,,,,,,Inventory Asset,,3.00,pcs,5623409000000090078,Head Office,10.00,USAV1430,01-14070-16046,,,,,,,,,,false,30.00,120.00,entity_level,true,0.00,0.0,0.00,0.000,,,256.89,256.89,136.89,S&H,,
2026-01-04,5623409000001075925,20-14042-91223,20-14042-91223,Overdue,false,,,,,redrockcollectibles,5623409000000090078,Head Office,2026-01-04,USD,1.00,Factory-renewed Bose VCS-10 Center Channel Speaker - Black,5623409000000144317,[OLD]-01279,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,39.95,USAV1204,20-14042-91223,,,,,,,,,,false,39.95,39.95,entity_level,true,0.00,0.0,0.00,0.000,,,49.95,49.95,10.00,S&H,,
2026-01-04,5623409000001075998,07-14061-34010,07-14061-34010,Overdue,false,,,,,arhobbyist,5623409000000090078,Head Office,2026-01-04,USD,1.00,Factory-renewed Bose VCS-10 Center Channel Speaker - Black,5623409000000144317,[OLD]-01279,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,49.99,USAV1230,07-14061-34010,,,,,,,,,,false,49.99,49.99,entity_level,true,0.00,0.0,0.00,0.000,,,49.99,49.99,0.00,S&H,,
2026-01-04,5623409000001081069,25-14035-98005,25-14035-98005,Overdue,false,,,,,sc_sales-1,5623409000000090078,Head Office,2026-01-04,USD,1.00,Factory-renewed Bose VCS-10 Center Channel Speaker - Black,5623409000000144317,[OLD]-01279,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,39.90,USAV1196,25-14035-98005,,,,,,,,,,false,39.90,39.90,entity_level,true,0.00,0.0,0.00,0.000,,,51.92,51.92,12.02,S&H,,
2026-01-04,5623409000001081142,02-14068-51844,02-14068-51844,Overdue,false,,,,,knoxvillesales1,5623409000000090078,Head Office,2026-01-04,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,80.00,USAV1208,02-14068-51844,,,,,,,,,,false,80.00,80.00,entity_level,true,0.00,0.0,0.00,0.000,,,80.00,80.00,0.00,S&H,,
2026-01-04,5623409000001081237,01-14070-20204,01-14070-20204,Overdue,false,,,,,ermo02,5623409000000090078,Head Office,2026-01-04,USD,1.00,Rock Band 3 - Xbox 360 (Game),5623409000001081202,,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,34.99,USAV1183,01-14070-20204,,,,,,,,,,false,34.99,34.99,entity_level,true,0.00,0.0,0.00,0.000,,,39.78,39.78,4.79,S&H,,
2026-01-05,5623409000001084065,24-14055-46496,24-14055-46496,Overdue,false,,,,,macmastermike,5623409000000090078,Head Office,2026-01-05,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,60.00,USAV1214,24-14055-46496,,,,,,,,,,false,60.00,60.00,entity_level,true,0.00,0.0,0.00,0.000,,,80.10,80.10,20.10,S&H,,
2026-01-03,5623409000001084118,59633218,59633218,Overdue,false,,,,,"Goodwill Industries of Northwest North Carolina, Inc.",5623409000000090078,Head Office,2026-01-03,USD,1.00,Factory-renewed Bose VCS-10 Center Channel Speaker - Black,5623409000000144317,[OLD]-01279,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,14.99,USAV1223,59633218,,,,5623409000000263515,TBU (9.31%),9.310000,1.40,ItemAmount,TBU,false,14.99,29.98,entity_level,true,0.00,0.0,0.00,0.000,,,58.11,58.11,25.34,S&H,,
2026-01-03,5623409000001084118,59633218,59633218,Overdue,false,,,,,"Goodwill Industries of Northwest North Carolina, Inc.",5623409000000090078,Head Office,2026-01-03,USD,1.00,Bose SoundDock Series III Digital Music System with Lightning Connector,5623409000000102411,[OLD]-01394,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,14.99,USAV1223,59633218,,,,5623409000000263515,TBU (9.31%),9.310000,1.39,ItemAmount,TBU,false,14.99,29.98,entity_level,true,0.00,0.0,0.00,0.000,,,58.11,58.11,25.34,S&H,,
2026-01-03,5623409000001084183,59633301,59633301,Overdue,false,,,,,Goodwill Industries of Southern Arizona,5623409000000090078,Head Office,2026-01-03,USD,1.00,"Bose Companion 2; Multimedia Speaker System, Silver",5623409000000511830,[OLD]-05005-Sv,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,8.99,USAV1177,59633301,,,,5623409000001043853,TBU (11.23%),11.230000,1.01,ItemAmount,TBU,false,8.99,8.99,entity_level,true,0.00,0.0,0.00,0.000,,,24.74,24.74,14.74,S&H,,
2026-01-03,5623409000001089120,59489207,59489207,Overdue,false,,,,,Chattanooga Goodwill Industries Inc.,5623409000000090078,Head Office,2026-01-03,USD,1.00,Bose Wave Music System II - Platinum White,5623409000000144125,[OLD]-00092,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,100.00,USAV1224,59489207,,,,5623409000000301033,TBU (7.87%),7.870000,7.87,ItemAmount,TBU,false,100.00,162.00,entity_level,true,0.00,0.0,0.00,0.000,,,195.07,195.07,20.32,S&H,,
2026-01-03,5623409000001089120,59489207,59489207,Overdue,false,,,,,Chattanooga Goodwill Industries Inc.,5623409000000090078,Head Office,2026-01-03,USD,1.00,"Bose Wave Music System Multi-CD Changer, Platinum White",5623409000000102917,[OLD]-00979,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,62.00,USAV1224,59489207,,,,5623409000000301033,TBU (7.87%),7.870000,4.88,ItemAmount,TBU,false,62.00,162.00,entity_level,true,0.00,0.0,0.00,0.000,,,195.07,195.07,20.32,S&H,,
2026-01-03,5623409000001089120,59489207,59489207,Overdue,false,,,,,Chattanooga Goodwill Industries Inc.,5623409000000090078,Head Office,2026-01-03,USD,1.00,Genuine Bose Remote Control AWRCC2 for Bose Wave Music System AWRCC2 AWRCC1,5623409000000235279,[OLD]-01226,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,0.00,USAV1224,59489207,,,,,,,,,,false,0.00,162.00,entity_level,true,0.00,0.0,0.00,0.000,,,195.07,195.07,20.32,S&H,,
2026-01-05,5623409000001090828,59687204,59687204,Overdue,false,,,,,Evergreen Goodwill,5623409000000090078,Head Office,2026-01-05,USD,1.00,Bose Wave Music System (Graphite Gray) (Discontinued by Manufacturer),5623409000000144678,[OLD]-00784,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,130.00,USAV1198,59687204,,,,5623409000000379992,TBU (8.085%),8.085000,10.51,ItemAmount,TBU,false,130.00,139.99,entity_level,true,0.00,0.0,0.00,0.000,,,170.36,170.36,19.05,S&H,,
2026-01-05,5623409000001090828,59687204,59687204,Overdue,false,,,,,Evergreen Goodwill,5623409000000090078,Head Office,2026-01-05,USD,1.00,Replacement 3-2-1 series II Media center only for Bose 321 II System,5623409000000223259,[OLD]-01712,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,9.99,USAV1198,59687204,,,,5623409000000379992,TBU (8.085%),8.085000,0.81,ItemAmount,TBU,false,9.99,139.99,entity_level,true,0.00,0.0,0.00,0.000,,,170.36,170.36,19.05,S&H,,
2026-01-05,5623409000001090893,59687255,59687255,Overdue,false,,,,,"Goodwill Industries of Central Illinois, Inc.",5623409000000090078,Head Office,2026-01-05,USD,1.00,Replacement 3-2-1 series II Media center only for Bose 321 II System,5623409000000223259,[OLD]-01712,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,15.99,USAV1257,59687255,,,,5623409000000589252,TBU (8.75%),8.750000,1.40,ItemAmount,TBU,false,15.99,15.99,entity_level,true,0.00,0.0,0.00,0.000,,,31.57,31.57,14.18,S&H,,
2026-01-05,5623409000001090946,59687260,59687260,Overdue,false,,,,,"Goodwill Industries of Central Illinois, Inc.",5623409000000090078,Head Office,2026-01-05,USD,1.00,Bose CineMate Series II Digital Home Theater Speaker System- Subwoofer only,5623409000000235943,[OLD]-01618,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,9.99,USAV1265,59687260,,,,5623409000000263515,TBU (9.31%),9.310000,0.93,ItemAmount,TBU,false,9.99,9.99,entity_level,true,0.00,0.0,0.00,0.000,,,34.32,34.32,23.40,S&H,,
2026-01-03,5623409000001094001,59513691,59513691,Overdue,false,,,,,Goodwill of North Georgia,5623409000000090078,Head Office,2026-01-03,USD,1.00,Bose® CineMate® Series II Digital Home Theater Speaker System,5623409000000218063,[OLD]-01896,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,62.00,USAV1294,59513691,,,,5623409000000286032,TBU (8.02%),8.020000,4.97,ItemAmount,TBU,false,62.00,62.00,entity_level,true,0.00,0.0,0.00,0.000,,,102.21,102.21,35.24,S&H,,
2026-01-05,5623409000001094056,59545907,59545907,Overdue,false,,,,,Goodwill of Orange County,5623409000000090078,Head Office,2026-01-05,USD,1.00,Bose Wave Music System IV - Platinum Silver,5623409000000102730,[OLD]-01385,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,299.00,USAV1221,59545907,,,,,,,,,,false,299.00,299.00,entity_level,true,0.00,0.0,0.00,0.000,,,311.66,311.66,12.66,S&H,,
2026-01-05,5623409000001094056,59545907,59545907,Overdue,false,,,,,Goodwill of Orange County,5623409000000090078,Head Office,2026-01-05,USD,1.00,Bose Wave Music System IV Remote Control - Black,5623409000000245257,,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,0.00,USAV1221,59545907,,,,,,,,,,false,0.00,299.00,entity_level,true,0.00,0.0,0.00,0.000,,,311.66,311.66,12.66,S&H,,
2026-01-06,5623409000001102052,19-14051-51799,19-14051-51799,Overdue,false,,,,,quarterndimension,5623409000000090078,Head Office,2026-01-06,USD,1.00,Bose Wave Radio and CD Player AWRC-1P White,5623409000000102653,[OLD]-00968-W,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,174.00,USAV1317,19-14051-51799,,,,,,,,,,false,174.00,174.00,entity_level,true,0.00,0.0,0.00,0.000,,,174.00,174.00,0.00,S&H,,
2026-01-06,5623409000001102052,19-14051-51799,19-14051-51799,Overdue,false,,,,,quarterndimension,5623409000000090078,Head Office,2026-01-06,USD,1.00,"Bose Wave Radio/CD Remote Control for Model AWRC-1P, White",5623409000000230135,[OLD]-05012,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,0.00,USAV1317,19-14051-51799,,,,,,,,,,false,0.00,174.00,entity_level,true,0.00,0.0,0.00,0.000,,,174.00,174.00,0.00,S&H,,
2026-01-06,5623409000001102137,22-14047-98482,22-14047-98482,Overdue,false,,,,,pgbsales,5623409000000090078,Head Office,2026-01-06,USD,1.00,Bose Wave Radio and CD Player AWRC-1P White,5623409000000102653,[OLD]-00968-W,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,70.00,USAV1179,22-14047-98482,,,,,,,,,,false,70.00,70.00,entity_level,true,0.00,0.0,0.00,0.000,,,88.05,88.05,18.05,S&H,,
2026-01-06,5623409000001102137,22-14047-98482,22-14047-98482,Overdue,false,,,,,pgbsales,5623409000000090078,Head Office,2026-01-06,USD,1.00,"Bose Wave Radio/CD Remote Control for Model AWRC-1P, White",5623409000000230135,[OLD]-05012,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,0.00,USAV1179,22-14047-98482,,,,,,,,,,false,0.00,70.00,entity_level,true,0.00,0.0,0.00,0.000,,,88.05,88.05,18.05,S&H,,
2026-01-06,5623409000001102407,59725845,59725845,Overdue,false,,,,,"Goodwill Industries of Delaware & Delaware County, Inc.",5623409000000090078,Head Office,2026-01-06,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,9.99,USAV1264,59725845,,,,5623409000001102369,TBU (10.81%),10.810000,1.08,ItemAmount,TBU,false,9.99,9.99,entity_level,true,0.00,0.0,0.00,0.000,,,30.87,30.87,19.80,S&H,,
