po_number,po_date,po_source,vendor_name,po_zoho_id,db_po_total,zoho_po_total,shipping_amount,tax_amount,handling_amount,total_charges,bill_count,bill_id,bill_number,bill_status,bill_subtotal,bill_adjustment,bill_adjustment_desc,bill_total,total_diff,classification,notes
15-14526-83400,2026-04-21,UNKNOWN,playmedic,5623409000002169971,67.90,67.90,0.00,0.00,0.00,0.00,1,5623409000002186188,15-14526-83400,paid,59.95,7.95,Shipping Fee + Tax + Handling Fee,67.90,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=7.95"
18-14495-53414,2026-04-15,UNKNOWN,morethananuf,5623409000002178002,35.88,35.88,0.00,0.00,0.00,0.00,1,5623409000002165216,18-14495-53414,paid,18.23,17.65,Shipping Fee + Tax + Handling Fee,35.88,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.65"
18-14519-73400,2026-04-20,UNKNOWN,mobilegadgetmpls,5623409000002164129,196.21,196.21,0.00,0.00,0.00,0.00,1,5623409000002191142,18-14519-73400,paid,144.50,51.71,Shipping Fee + Tax + Handling Fee,196.21,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=51.71"
21-14512-89487,2026-04-20,UNKNOWN,99seneca,5623409000002166215,399.00,399.00,0.00,0.00,0.00,0.00,1,5623409000002183170,21-14512-89487,paid,360.00,39.00,Shipping Fee + Tax + Handling Fee,399.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=39.00"
03-14540-28489,2026-04-20,UNKNOWN,maxarstore,5623409000002170409,74.70,74.70,0.00,0.00,0.00,0.00,1,5623409000002191200,03-14540-28489,paid,65.00,9.70,Shipping Fee + Tax + Handling Fee,74.70,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=9.70"
05-14539-70821,2026-04-20,UNKNOWN,goodwillsocalshop,5623409000002170402,46.00,46.00,0.00,0.00,0.00,0.00,1,5623409000002190293,05-14539-70821,paid,38.00,8.00,Shipping Fee + Tax + Handling Fee,46.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.00"
20-14514-68438,2026-04-20,UNKNOWN,retroz00,5623409000002167189,64.36,64.36,0.00,0.00,0.00,0.00,1,5623409000002185256,20-14514-68438,paid,54.99,9.37,Shipping Fee + Tax + Handling Fee,64.36,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=9.37"
61595522,2026-04-01,UNKNOWN,Goodwill,5623409000002170385,107.70,107.70,0.00,0.00,0.00,0.00,1,5623409000002469984,61595522,overdue,99.95,7.75,Shipping Fee + Tax + Handling Fee,107.70,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=7.75"
61374040,2026-03-22,UNKNOWN,Goodwill,5623409000002165095,32.00,32.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61792626,2026-04-04,UNKNOWN,Goodwill,5623409000002166119,9.68,9.68,0.00,0.00,0.00,0.00,1,5623409000002323237,61792626,overdue,5.99,3.69,Shipping Fee + Tax + Handling Fee,9.68,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=3.69"
61792494,2026-04-08,UNKNOWN,Goodwill,5623409000002170265,12.92,12.92,0.00,0.00,0.00,0.00,1,5623409000002323175,61792494,overdue,9.99,2.93,Shipping Fee + Tax + Handling Fee,12.92,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=2.93"
61849349,2026-04-13,UNKNOWN,Goodwill,5623409000002170258,240.32,240.32,0.00,0.00,0.00,0.00,1,5623409000002471526,61849349,paid,237.82,2.50,Shipping Fee + Tax + Handling Fee,240.32,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=2.50"
03-14535-04505,2026-04-19,UNKNOWN,zenroshi,5623409000002164011,75.32,75.32,0.00,0.00,0.00,0.00,1,5623409000002166087,03-14535-04505,paid,64.99,10.33,Shipping Fee + Tax + Handling Fee,75.32,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=10.33"
03-14535-03568,2026-04-19,UNKNOWN,third_eyethrifts,5623409000002165028,394.01,394.01,0.00,0.00,0.00,0.00,1,5623409000002166061,03-14535-03568,overdue,365.00,29.01,Shipping Fee + Tax + Handling Fee,394.01,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=29.01"
07-14523-64952,2026-04-18,UNKNOWN,salvationarmytulsaarc,5623409000002169013,70.99,70.99,0.00,0.00,0.00,0.00,1,5623409000002167027,07-14523-64952,paid,56.00,14.99,Shipping Fee + Tax + Handling Fee,70.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=14.99"
22-14501-10847,2026-04-18,UNKNOWN,ratnay89,5623409000002166037,128.08,128.08,0.00,0.00,0.00,0.00,1,5623409000002519178,22-14501-10847,overdue,99.99,28.09,Shipping Fee + Tax + Handling Fee,128.08,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=28.09"
04-14535-84263,2026-04-19,UNKNOWN,electric1200,5623409000002166030,53.00,53.00,0.00,0.00,0.00,0.00,1,5623409000002170023,04-14535-84263,overdue,41.00,12.00,Shipping Fee + Tax + Handling Fee,53.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.00"
61897433,2026-04-15,UNKNOWN,Goodwill,5623409000002164004,55.19,55.19,0.00,0.00,0.00,0.00,1,5623409000002169260,61897433,paid,38.00,17.19,Shipping Fee + Tax + Handling Fee,55.19,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.19"
61897425,2026-04-15,UNKNOWN,Goodwill,5623409000002166022,36.04,36.04,0.00,0.00,0.00,0.00,1,5623409000002169213,61897425,paid,19.99,16.05,Shipping Fee + Tax + Handling Fee,36.04,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.05"
61875321,2026-04-14,UNKNOWN,Goodwill,5623409000002165014,123.80,123.80,0.00,0.00,0.00,0.00,1,5623409000002326438,61875321,overdue,89.57,34.23,Shipping Fee + Tax + Handling Fee,123.80,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=34.23"
61875293,2026-04-14,UNKNOWN,Goodwill,5623409000002169006,35.89,35.89,0.00,0.00,0.00,0.00,1,5623409000002169348,61875293,paid,19.99,15.90,Shipping Fee + Tax + Handling Fee,35.89,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.90"
61746861,2026-04-08,UNKNOWN,Goodwill,5623409000002166003,74.22,74.22,0.00,0.00,0.00,0.00,1,5623409000002169108,61746861,paid,54.77,19.45,Shipping Fee + Tax + Handling Fee,74.22,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=19.45"
27-14486-94077,2026-04-16,UNKNOWN,greenllamatradingpost,5623409000002130230,58.08,58.08,0.00,0.00,0.00,0.00,1,5623409000002131565,27-14486-94077,paid,46.00,12.08,Shipping Fee + Tax + Handling Fee,58.08,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.08"
LCPU-GABSOO PARK-04.11.26,2026-04-11,UNKNOWN,Gabsoo Park,5623409000002128632,1420.00,1420.00,0.00,0.00,0.00,0.00,1,5623409000002130886,LCPU-GABSOO PARK-04.11.26,paid,1420.02,-0.02,Rounding,1420.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=-0.02"
61897440,2026-04-15,UNKNOWN,Goodwill,5623409000002120267,89.73,89.73,0.00,0.00,0.00,0.00,1,5623409000002169297,61897440,paid,61.00,28.73,Shipping Fee + Tax + Handling Fee,89.73,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=28.73"
03-14519-59489,2026-04-15,UNKNOWN,keeper.of.the.grumper.phoenix,5623409000002124257,58.95,58.95,0.00,0.00,0.00,0.00,1,5623409000002120705,03-14519-59489,paid,46.00,12.95,Shipping Fee + Tax + Handling Fee,58.95,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.95"
27-14483-80878,2026-04-15,UNKNOWN,wesammy,5623409000002127089,49.99,49.99,0.00,0.00,0.00,0.00,1,5623409000002134525,27-14483-80878,paid,29.99,20.00,Shipping Fee + Tax + Handling Fee,49.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=20.00"
0079,2026-03-20,UNKNOWN,Resurs2 Corporation,5623409000002121111,1415.00,1415.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61795184,2026-04-10,UNKNOWN,Goodwill,5623409000002117229,39.71,39.71,0.00,0.00,0.00,0.00,1,5623409000002169385,61795184,paid,20.00,19.71,Shipping Fee + Tax + Handling Fee,39.71,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=19.71"
15-14495-20897,2026-04-14,UNKNOWN,uniquecuriosities4sale,5623409000002111023,403.85,403.85,0.00,0.00,0.00,0.00,1,5623409000002134336,15-14495-20897,paid,375.00,28.85,Shipping Fee + Tax + Handling Fee,403.85,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=28.85"
19-14492-32490,2026-04-15,UNKNOWN,denverboy24,5623409000002119004,389.98,389.98,0.00,0.00,0.00,0.00,1,5623409000002131833,19-14492-32490,paid,369.99,19.99,Shipping Fee + Tax + Handling Fee,389.98,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=19.99"
06-14503-91301,2026-04-13,UNKNOWN,tnyt45,5623409000002090083,71.57,71.57,0.00,0.00,0.00,0.00,1,5623409000002130987,06-14503-91301,paid,59.95,11.62,Shipping Fee + Tax + Handling Fee,71.57,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=11.62"
61795124,2026-04-10,UNKNOWN,Goodwill,5623409000002088108,41.93,41.93,0.00,0.00,0.00,0.00,1,5623409000002091975,61795124,paid,14.00,27.93,Shipping Fee + Tax + Handling Fee,41.93,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=27.93"
25-14475-66776,2026-04-13,UNKNOWN,house-cleanout-finds,5623409000002091474,22.33,22.33,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
06-14505-55751,2026-04-13,UNKNOWN,goodwillsocalshop,5623409000002095046,37.99,37.99,0.00,0.00,0.00,0.00,1,5623409000002169422,06-14505-55751,paid,29.99,8.00,Shipping Fee + Tax + Handling Fee,37.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.00"
18-14485-99429,2026-04-13,UNKNOWN,declutter_nutter,5623409000002091460,50.85,50.85,0.00,0.00,0.00,0.00,1,5623409000002363217,18-14485-99429,overdue,35.00,15.85,Shipping Fee + Tax + Handling Fee,50.85,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.85"
06-14505-56483,2026-04-13,UNKNOWN,uptownokc,5623409000002094054,52.04,52.04,0.00,0.00,0.00,0.00,1,5623409000002131735,06-14505-56483,paid,40.00,12.04,Shipping Fee + Tax + Handling Fee,52.04,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.04"
297459690001021606,2026-04-02,UNKNOWN,Alibaba Express,5623409000002081157,453.58,453.58,0.00,0.00,0.00,0.00,1,5623409000002519749,297459690001021606,overdue,467.15,0.00,Shipping Fee + Tax + Handling Fee,467.15,13.57,OVERBILLED_LINE_DIFF,Bill total exceeds PO total by 13.57 with 0 bill adjustment (check line item quantities/rates)
61595664,2026-04-01,UNKNOWN,Goodwill,5623409000002082164,38.20,38.20,0.00,0.00,0.00,0.00,1,5623409000002078938,61595664,paid,29.97,8.23,Shipping Fee + Tax + Handling Fee,38.20,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.23"
61632353,2026-04-03,UNKNOWN,Goodwill,5623409000002081091,74.17,74.17,0.00,0.00,0.00,0.00,1,5623409000002377138,61632353,overdue,68.82,5.35,Shipping Fee + Tax + Handling Fee,74.17,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=5.35"
23-14452-55257,2026-04-07,UNKNOWN,coditrans08,5623409000002079129,93.00,93.00,0.00,0.00,0.00,0.00,1,5623409000002082378,23-14452-55257,paid,80.00,13.00,Shipping Fee + Tax + Handling Fee,93.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=13.00"
05-14492-94960,2026-04-10,UNKNOWN,atcotradingzone,5623409000002082148,444.95,444.95,0.00,0.00,0.00,0.00,1,5623409000002082530,05-14492-94960,paid,405.00,39.95,Shipping Fee + Tax + Handling Fee,444.95,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=39.95"
05-14492-55657,2026-04-10,UNKNOWN,carlitoswaytreasures,5623409000002081077,71.40,71.40,0.00,0.00,0.00,0.00,1,5623409000002081398,05-14492-55657,paid,60.00,11.40,Shipping Fee + Tax + Handling Fee,71.40,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=11.40"
16-14475-73418,2026-04-10,Ebay,bemroaster,5623409000002079115,74.88,74.88,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
13-14480-39069,2026-04-10,Ebay,cargolargo,5623409000002082120,423.23,423.23,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
16-14475-71067,2026-04-10,Ebay,makemeanofferdontbescared,5623409000002084155,43.99,43.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
14-14478-64509,2026-04-10,Ebay,turf-king,5623409000002084127,72.00,72.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
11-14484-43229,2026-04-10,Ebay,globaldeals247,5623409000002084099,37.46,37.46,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
21-14476-10274,2026-04-12,UNKNOWN,colgr-2323,5623409000002081063,369.99,369.99,0.00,0.00,0.00,0.00,1,5623409000002079446,21-14476-10274,paid,330.00,39.99,Shipping Fee + Tax + Handling Fee,369.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=39.99"
24-14487-45874,2026-04-12,UNKNOWN,antaze-9662,5623409000002082092,437.00,437.00,0.00,0.00,0.00,0.00,1,5623409000002076608,24-14487-45874,paid,400.00,37.00,Shipping Fee + Tax + Handling Fee,437.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=37.00"
24-14480-15087,2026-04-10,UNKNOWN,mersgoodwill_collectibles,5623409000002084085,57.27,57.27,0.00,0.00,0.00,0.00,1,5623409000002081357,24-14480-15087,paid,24.99,32.28,Shipping Fee + Tax + Handling Fee,57.27,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=32.28"
03-14497-12030,2026-04-10,UNKNOWN,ibejunkin,5623409000002079087,194.46,194.46,0.00,0.00,0.00,0.00,1,5623409000002519352,03-14497-12030,overdue,179.97,14.49,Shipping Fee + Tax + Handling Fee,194.46,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=14.49"
17-14476-27996,2026-04-10,UNKNOWN,dvfgoods,5623409000002081029,239.99,239.99,0.00,0.00,0.00,0.00,1,5623409000002519284,17-14476-27996,overdue,240.00,-0.01,Shipping Fee + Tax + Handling Fee,239.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=-0.01"
61795020,2026-04-10,UNKNOWN,Goodwill,5623409000002079031,36.04,36.04,0.00,0.00,0.00,0.00,1,5623409000002363296,61795020,overdue,19.99,16.05,Shipping Fee + Tax + Handling Fee,36.04,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.05"
61793441,2026-04-10,UNKNOWN,Goodwill,5623409000002078025,35.89,35.89,0.00,0.00,0.00,0.00,1,5623409000002363241,61793441,overdue,19.99,15.90,Shipping Fee + Tax + Handling Fee,35.89,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.90"
61795074,2026-04-10,UNKNOWN,Goodwill,5623409000002079017,35.78,35.78,0.00,0.00,0.00,0.00,1,5623409000002363272,61795074,overdue,19.99,15.79,Shipping Fee + Tax + Handling Fee,35.78,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.79"
61747324,2026-04-08,UNKNOWN,Goodwill,5623409000002082023,35.59,35.59,0.00,0.00,0.00,0.00,1,5623409000002363193,61747324,overdue,19.99,15.60,Shipping Fee + Tax + Handling Fee,35.59,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.60"
61746941,2026-04-08,UNKNOWN,Goodwill,5623409000002082009,35.59,35.59,0.00,0.00,0.00,0.00,1,5623409000002169543,61746941,paid,19.99,15.60,Shipping Fee + Tax + Handling Fee,35.59,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.60"
14-14475-72914,2026-04-09,UNKNOWN,shopats,5623409000002042388,49.98,49.98,0.00,0.00,0.00,0.00,1,5623409000002082453,14-14475-72914,paid,19.99,29.99,Shipping Fee + Tax + Handling Fee,49.98,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=29.99"
04-14490-49293,2026-04-09,UNKNOWN,salvationarmymiamiarc,5623409000002037236,64.73,64.73,0.00,0.00,0.00,0.00,1,5623409000002078441,04-14490-49293,paid,43.00,21.73,Shipping Fee + Tax + Handling Fee,64.73,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=21.73"
08-14482-65046,2026-04-09,UNKNOWN,shanaynay60,5623409000002043134,76.99,76.99,0.00,0.00,0.00,0.00,1,5623409000002078526,08-14482-65046,paid,70.00,6.99,Shipping Fee + Tax + Handling Fee,76.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=6.99"
61475011,2026-03-27,UNKNOWN,Goodwill,5623409000002039776,30.70,30.70,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61373583,2026-03-23,UNKNOWN,Goodwill,5623409000002042120,35.78,35.78,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61747099,2026-04-08,UNKNOWN,Goodwill,5623409000002039585,26.61,26.61,0.00,0.00,0.00,0.00,1,5623409000002169502,61747099,paid,5.99,20.62,Shipping Fee + Tax + Handling Fee,26.61,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=20.62"
61746964,2026-04-08,UNKNOWN,Goodwill,5623409000002037067,43.75,43.75,0.00,0.00,0.00,0.00,1,5623409000002169462,61746964,paid,26.00,17.75,Shipping Fee + Tax + Handling Fee,43.75,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.75"
61632263,2026-04-03,UNKNOWN,Goodwill,5623409000002038380,35.39,35.39,0.00,0.00,0.00,0.00,1,5623409000002377036,61632263,overdue,14.99,20.40,Shipping Fee + Tax + Handling Fee,35.39,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=20.40"
61632120,2026-04-03,UNKNOWN,Goodwill,5623409000002039531,30.24,30.24,0.00,0.00,0.00,0.00,1,5623409000002377067,61632120,overdue,16.00,14.24,Shipping Fee + Tax + Handling Fee,30.24,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=14.24"
61631822,2026-04-03,UNKNOWN,Goodwill,5623409000002043031,80.95,80.95,0.00,0.00,0.00,0.00,1,5623409000002377091,61631822,overdue,50.00,30.95,Shipping Fee + Tax + Handling Fee,80.95,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=30.95"
61595736,2026-04-01,UNKNOWN,Goodwill,5623409000002042046,29.21,29.21,0.00,0.00,0.00,0.00,1,5623409000002363692,61595736,overdue,12.99,16.22,Shipping Fee + Tax + Handling Fee,29.21,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.22"
61476680,2026-03-27,UNKNOWN,Goodwill,5623409000002039477,28.01,28.01,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
01-14491-70615,2026-04-08,UNKNOWN,mvpsalesfla,5623409000002026026,57.00,57.00,0.00,0.00,0.00,0.00,1,5623409000002078356,01-14491-70615,paid,45.00,12.00,Shipping Fee + Tax + Handling Fee,57.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.00"
23-14456-65739,2026-04-08,UNKNOWN,andrewmpearson32,5623409000002033032,77.65,77.65,0.00,0.00,0.00,0.00,1,5623409000002078263,23-14456-65739,paid,65.00,12.65,Shipping Fee + Tax + Handling Fee,77.65,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.65"
26-14452-07223,2026-04-08,UNKNOWN,goodwillsocalshop,5623409000002031061,37.99,37.99,0.00,0.00,0.00,0.00,1,5623409000002081280,26-14452-07223,paid,29.99,8.00,Shipping Fee + Tax + Handling Fee,37.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.00"
04-14484-34197,2026-04-08,Ebay,findsnstuff,5623409000002029117,78.85,78.85,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
113-4897166-4684240,2026-03-10,Amazon,Tek Star (SN Recorded),5623409000002029103,587.90,587.90,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61476667,2026-03-27,UNKNOWN,Goodwill,5623409000002033002,35.78,35.78,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61632227,2026-04-03,UNKNOWN,Goodwill,5623409000002020028,27.97,27.97,0.00,0.00,0.00,0.00,1,5623409000002472452,61632227,paid,13.99,13.98,Shipping Fee + Tax + Handling Fee,27.97,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=13.98"
292898526001021606,2026-02-23,UNKNOWN,Alibaba,5623409000002022117,318.95,318.95,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61395833,2026-03-24,UNKNOWN,Goodwill,5623409000002022001,12.37,12.37,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
0261507,2026-04-06,UNKNOWN,ANCHOR,5623409000002019188,260.44,260.44,0.00,0.00,0.00,0.00,1,5623409000002022457,0261507,paid,220.00,40.44,Shipping Fee + Tax + Handling Fee,260.44,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=40.44"
61632399,2026-04-03,UNKNOWN,Goodwill,5623409000002012860,90.70,90.70,0.00,0.00,0.00,0.00,1,5623409000002363981,61632399,overdue,41.00,49.70,Shipping Fee + Tax + Handling Fee,90.70,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=49.70"
61632414,2026-04-03,UNKNOWN,Goodwill,5623409000002012846,43.88,43.88,0.00,0.00,0.00,0.00,1,5623409000002363957,61632414,overdue,26.00,17.88,Shipping Fee + Tax + Handling Fee,43.88,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.88"
61632304,2026-04-03,UNKNOWN,Goodwill,5623409000002004906,44.26,44.26,0.00,0.00,0.00,0.00,1,5623409000002363785,61632304,overdue,14.99,29.27,Shipping Fee + Tax + Handling Fee,44.26,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=29.27"
61632369,2026-04-03,UNKNOWN,Goodwill,5623409000002008524,22.12,22.12,0.00,0.00,0.00,0.00,1,5623409000002363902,61632369,overdue,12.95,9.17,Shipping Fee + Tax + Handling Fee,22.12,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=9.17"
61535039,2026-03-30,UNKNOWN,Goodwill,5623409000002011535,135.79,135.79,0.00,0.00,0.00,0.00,1,5623409000002747768,61535039,overdue,126.00,0.00,,126.00,-9.79,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 9.79 (partial receive/billing or vendor credit)
61475093,2026-03-27,UNKNOWN,Goodwill,5623409000002015041,35.05,35.05,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61476416,2026-03-27,UNKNOWN,Goodwill,5623409000002008310,227.49,227.49,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61414865,2026-03-25,UNKNOWN,Goodwill,5623409000002013282,90.20,90.20,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
08-14469-71418,2026-04-06,UNKNOWN,gwnw165.2025,5623409000002013061,55.22,55.22,0.00,0.00,0.00,0.00,1,5623409000002013089,08-14469-71418,paid,36.00,19.22,Shipping Fee + Tax + Handling Fee,55.22,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=19.22"
06-14468-67625,2026-04-05,UNKNOWN,goodwillsocalshop,5623409000002011156,25.54,25.54,0.00,0.00,0.00,0.00,1,5623409000002029017,06-14468-67625,paid,17.54,8.00,Shipping Fee + Tax + Handling Fee,25.54,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.00"
09-14459-07882,2026-04-04,UNKNOWN,gpesola,5623409000002005783,825.00,825.00,0.00,0.00,0.00,0.00,1,5623409000002044658,09-14459-07882,paid,760.00,65.00,Shipping Fee + Tax + Handling Fee,825.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=65.00"
05-14463-71610,2026-04-04,UNKNOWN,enumclaw_recyclers,5623409000002004070,294.99,294.99,0.00,0.00,0.00,0.00,1,5623409000002377189,05-14463-71610,overdue,275.00,19.99,Shipping Fee + Tax + Handling Fee,294.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=19.99"
19-14441-02965,2026-04-03,UNKNOWN,goodwillsocalshop,5623409000002008126,37.99,37.99,0.00,0.00,0.00,0.00,1,5623409000002363878,19-14441-02965,overdue,29.99,8.00,Shipping Fee + Tax + Handling Fee,37.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.00"
15-14446-55888,2026-04-03,UNKNOWN,robval-0,5623409000002012162,104.45,104.45,0.00,0.00,0.00,0.00,1,5623409000002363926,15-14446-55888,overdue,95.00,9.45,Shipping Fee + Tax + Handling Fee,104.45,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=9.45"
61632137,2026-04-03,UNKNOWN,Goodwill,5623409000002005615,33.49,33.49,0.00,0.00,0.00,0.00,1,5623409000002363809,61632137,overdue,9.99,23.50,Shipping Fee + Tax + Handling Fee,33.49,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=23.50"
61632155,2026-04-03,UNKNOWN,Goodwill,5623409000002007921,88.46,88.46,0.00,0.00,0.00,0.00,1,5623409000002363833,61632155,overdue,61.00,27.46,Shipping Fee + Tax + Handling Fee,88.46,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=27.46"
